DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021446,Xylenes,1330-20-7,,,,,,, ,263,3561,,21788,1,4/235,2.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20184134,Dextroamphetamine saccharate,300666-47-1,VHKVKWTWHZUFIA-DGOKBZBKSA-N,(2S)-1-Phenylpropan-2-amine--D-glucaric acid (1/1),C[C@H](N)CC1=CC=CC=C1.O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,"InChI=1S/C9H13N.C6H10O8/c1-8(10)7-9-5-3-2-4-6-9;7-1(3(9)5(11)12)2(8)4(10)6(13)14/h2-6,8H,7,10H2,1H3;1-4,7-10H,(H,11,12)(H,13,14)/t8-;1-,2-,3-,4+/m00/s1",C15H23NO8,345.348,345.142367,13,,10,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10892357,"2-(Heptadecenyl)-4,5-dihydro-1H-imidazole-1-ethanol",27136-73-8,,,,,,, ,52,,,8,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3029653,Ammonium isothiocyanate,1762-95-4,SOIFLUNRINLCBN-UHFFFAOYSA-N,Ammonium thiocyanate,[NH4+].[S-]C#N,InChI=1S/CHNS.H3N/c2-1-3;/h3H;1H3,CH4N2S,76.12,76.009519,118,60,105,150,1,8/442,2.0,442
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0035744,"p-Menthane-3,8-diol",42822-86-6,LMXFTMYMHGYJEI-UHFFFAOYSA-N,2-(2-Hydroxypropan-2-yl)-5-methylcyclohexan-1-ol,CC1CCC(C(O)C1)C(C)(C)O,"InChI=1S/C10H20O2/c1-7-4-5-8(9(11)6-7)10(2,3)12/h7-9,11-12H,4-6H2,1-3H3",C10H20O2,172.268,172.146330,79,30,62,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4047751,Nitrocellulose,9004-70-0,,,,,,, ,113,2199,,1109,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80104792,"Quaternary ammonium compounds, di-C8-18-alkyldimethyl, chlorides",73398-64-8,,,,,,, ,27,,,2,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4041315,"2,3,4,5-Tetrachloropyridine",2808-86-8,DLOOKZXVYJHDIY-UHFFFAOYSA-N,"2,3,4,5-Tetrachloropyridine",ClC1=C(Cl)C(Cl)=C(Cl)N=C1,InChI=1S/C5HCl4N/c6-2-1-10-5(9)4(8)3(2)7/h1H,C5HCl4N,216.87,214.886310,45,,64,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041802,Copper(II) oxalate,814-91-5,QYCVHILLJSYYBD-UHFFFAOYSA-L,Copper(2+) ethanedioate,[Cu++].[O-]C(=O)C([O-])=O,"InChI=1S/C2H2O4.Cu/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+2/p-2",C2CuO4,151.564,150.909256,39,,37,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2029612,Limonene,138-86-3,XMGQYMWWDOXHJM-UHFFFAOYSA-N,1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,CC(=C)C1CCC(C)=CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",C10H16,136.238,136.125201,267,1005,160,959,1,4/433,1.0,433
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6035312,"(Z,Z)-11,13-Hexadecadienal",71317-73-2,ZTJGMVSDMQAJPE-OUPQRBNQSA-N,"(11Z,13Z)-Hexadeca-11,13-dienal",CC\C=C/C=C\CCCCCCCCCC=O,"InChI=1S/C16H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h3-6,16H,2,7-15H2,1H3/b4-3-,6-5-",C16H28O,236.399,236.214016,31,33,26,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70221987,Photothidiazuron,71769-74-9,PIHNNIBRDHZRCI-UHFFFAOYSA-N,"N-Phenyl-N'-1,2,5-thiadiazol-3-ylurea",O=C(NC1=NSN=C1)NC1=CC=CC=C1,"InChI=1S/C9H8N4OS/c14-9(12-8-6-10-15-13-8)11-7-4-2-1-3-5-7/h1-6H,(H2,11,12,13,14)",C9H8N4OS,220.25,220.041882,16,,21,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042080,Isoxathion,18854-01-8,SDMSCIWHRZJSRN-UHFFFAOYSA-N,"O,O-Diethyl O-(5-phenyl-1,2-oxazol-3-yl) phosphorothioate",CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,"InChI=1S/C13H16NO4PS/c1-3-15-19(20,16-4-2)18-13-10-12(17-14-13)11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3",C13H16NO4PS,313.31,313.053766,103,,50,,1,17/235,7.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8028763,"Sulfonic acids, petroleum, sodium salts",68608-26-4,,,,,,, ,84,,,125,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2057994,Ethaboxam,162650-77-3,NQRFDNJEBWAUBL-UHFFFAOYSA-N,"N-[Cyano(thiophen-2-yl)methyl]-4-ethyl-2-(ethylamino)-1,3-thiazole-5-carboxamide",CCNC1=NC(CC)=C(S1)C(=O)NC(C#N)C1=CC=CS1,"InChI=1S/C14H16N4OS2/c1-3-9-12(21-14(18-9)16-4-2)13(19)17-10(8-15)11-6-5-7-20-11/h5-7,10H,3-4H2,1-2H3,(H,16,18)(H,17,19)",C14H16N4OS2,320.43,320.076553,54,,38,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8042424,Sulfaquinoxaline,59-40-5,NHZLNPMOSADWGC-UHFFFAOYSA-N,4-Amino-N-(quinoxalin-2-yl)benzene-1-sulfonamide,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,"InChI=1S/C14H12N4O2S/c15-10-5-7-11(8-6-10)21(19,20)18-14-9-16-12-3-1-2-4-13(12)17-14/h1-9H,15H2,(H,17,18)",C14H12N4O2S,300.34,300.068097,122,130,152,1,1,13/433,3.0,433
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9093771,Asafetida,9000-04-8,,,,,,, ,36,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034343,Arsenic(V) pentoxide,1303-28-2,COHDHYZHOPQOFD-UHFFFAOYSA-N,"3-Oxo-1lambda~5~,3lambda~5~-diarsoxane-1,1,3-trione",O=[As](=O)O[As](=O)=O,InChI=1S/As2O5/c3-1(4)7-2(5)6,As2O5,229.838,229.817763,90,9,42,26,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30883222,Tetraethylammonium hydroxide,77-98-5,LRGJRHZIDJQFCL-UHFFFAOYSA-M,"N,N,N-Triethylethanaminium hydroxide",[OH-].CC[N+](CC)(CC)CC,"InChI=1S/C8H20N.H2O/c1-5-9(6-2,7-3)8-4;/h5-8H2,1-4H3;1H2/q+1;/p-1",C8H21NO,147.262,147.162314,44,,94,5,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70894897,"(1R,2R-rel)-2-[4-(2-Methyl-2-propanyl)phenoxy]cyclohexanol",169265-76-3,FTIXUILRMBSXNS-HUUCEWRRSA-N,"rel-(1R,2R)-2-(4-tert-Butylphenoxy)cyclohexan-1-ol",CC(C)(C)C1=CC=C(O[C@@H]2CCCC[C@H]2O)C=C1,"InChI=1S/C16H24O2/c1-16(2,3)12-8-10-13(11-9-12)18-15-7-5-4-6-14(15)17/h8-11,14-15,17H,4-7H2,1-3H3/t14-,15-/m1/s1",C16H24O2,248.366,248.177630,10,,14,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020310,Chlorfenson,80-33-1,RZXLPPRPEOUENN-UHFFFAOYSA-N,4-Chlorophenyl 4-chlorobenzene-1-sulfonate,ClC1=CC=C(OS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1,"InChI=1S/C12H8Cl2O3S/c13-9-1-5-11(6-2-9)17-18(15,16)12-7-3-10(14)4-8-12/h1-8H",C12H8Cl2O3S,303.15,301.957121,114,4,53,,1,43/413,10.0,413
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1037484,Acetochlor OA,194992-44-4,OTKTUNJJKYTOFF-UHFFFAOYSA-N,[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino](oxo)acetic acid,CCOCN(C(=O)C(O)=O)C1=C(CC)C=CC=C1C,"InChI=1S/C14H19NO4/c1-4-11-8-6-7-10(3)12(11)15(9-19-5-2)13(16)14(17)18/h6-8H,4-5,9H2,1-3H3,(H,17,18)",C14H19NO4,265.309,265.131408,56,,25,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6032308,"2,4-D 2-butoxymethylethyl ester",1320-18-9,,,,,,, ,40,1,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2022096,Dipropyl disulfide,629-19-6,ALVPFGSHPUPROW-UHFFFAOYSA-N,1-(Propyldisulfanyl)propane,CCCSSCCC,"InChI=1S/C6H14S2/c1-3-5-7-8-6-4-2/h3-6H2,1-2H3",C6H14S2,150.3,150.053693,117,22,97,,1,2/404,0.0,404
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30904805,N-Demethyl-XDE-175-L,1382419-17-1,YUAFEQJFAKTLEW-PSCJHHPTSA-N,"(2S,3aR,5aS,5bS,9S,13S,14R,16aS,16bS)-9-Ethyl-4,14-dimethyl-13-{[(2R,5S,6R)-6-methyl-5-(methylamino)oxan-2-yl]oxy}-7,15-dioxo-2,3,3a,5a,5b,6,7,9,10,11,12,13,14,15,16a,16b-hexadecahydro-1H-as-indaceno[
3,2-d]oxacyclododecin-2-yl 6-deoxy-3-O-ethyl-2,4-di-O-methyl-alpha-L-mannopyranoside",[H][C@@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])C=C2C)O[C@@]1([H])CC[C@H](NC)[C@@H](C)O1)O[C@]1([H])O[C@@H](C)[C@H](OC)[C@@H](OCC)[C@H]1OC,"InChI=1S/C42H67NO10/c1-10-26-13-12-14-35(53-37-16-15-34(43-7)24(5)49-37)23(4)38(45)33-20-31-29(32(33)21-36(44)51-26)17-22(3)28-18-27(19-30(28)31)52-42-41(47-9)40(48-11-2)39(46-8)25(6)50-42/h17,20,23-32,34-35,37,39-43H,10-16,18-19,21H2,1-9H3/t23-,24-,25+,26+,27-,28+,29-,30-,31-,32+,34+,35+,37+,39+,40-,41-,42+/m1/s1",C42H67NO10,745.995,745.476497,1,,2,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2020630,Sodium fluoride,7681-49-4,PUZPDOWCWNUUKD-UHFFFAOYSA-M,Sodium fluoride,[F-].[Na+],InChI=1S/FH.Na/h1H;/q;+1/p-1,FNa,41.98817244,41.988172,176,6385,144,416,1,0/56,0.0,56
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4032536,Cyphenothrin,39515-40-7,FJDPATXIBIBRIM-UHFFFAOYSA-N,"Cyano(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,"InChI=1S/C24H25NO3/c1-16(2)13-20-22(24(20,3)4)23(26)28-21(15-25)17-9-8-12-19(14-17)27-18-10-6-5-7-11-18/h5-14,20-22H,1-4H3",C24H25NO3,375.468,375.183444,95,15,59,,1,7/237,3.0,237
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7058418,Pindone calcium salt,53404-72-1,JVWDFODDJRSSHF-UHFFFAOYSA-N,"Calcium bis[2-(2,2-dimethylpropanoyl)-1,3-dioxo-2,3-dihydro-1H-inden-2-ide]",[Ca++].CC(C)(C)C(=O)[C-]1C(=O)C2=C(C=CC=C2)C1=O.CC(C)(C)C(=O)[C-]1C(=O)C2=C(C=CC=C2)C1=O,"InChI=1S/2C14H13O3.Ca/c2*1-14(2,3)13(17)10-11(15)8-6-4-5-7-9(8)12(10)16;/h2*4-7H,1-3H3;/q2*-1;+2",C28H26CaO6,498.588,498.135530,15,,7,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9024194,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,93-65-2,WNTGYJSOUMFZEP-UHFFFAOYSA-N,2-(4-Chloro-2-methylphenoxy)propanoic acid,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",C10H11ClO3,214.65,214.039672,196,120,122,47,1,7/640,1.0,640
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041506,4-Chloro-2-cyclopentylphenol,13347-42-7,LZUKCYHMVDGDBK-UHFFFAOYSA-N,4-Chloro-2-cyclopentylphenol,OC1=C(C=C(Cl)C=C1)C1CCCC1,"InChI=1S/C11H13ClO/c12-9-5-6-11(13)10(7-9)8-3-1-2-4-8/h5-8,13H,1-4H2",C11H13ClO,196.67,196.065493,50,,52,,1,111/405,27.0,405
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7027700,"White mineral oil, petroleum",8042-47-5,,,,,,, ,159,,,1130,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8058293,Copper iron hydroxide sulfate,12168-20-6,FNRBPWKBDWEMIS-UHFFFAOYSA-J,Copper(2+) iron(2+) hydroxide sulfate (1/1/2/1),[OH-].[OH-].[Fe++].[Cu++].[O-]S([O-])(=O)=O,"InChI=1S/Cu.Fe.H2O4S.2H2O/c;;1-5(2,3)4;;/h;;(H2,1,2,3,4);2*1H2/q2*+2;;;/p-4",CuFeH2O6S,249.46,248.821743,10,,4,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034382,Bioresmethrin,28434-01-7,VEMKTZHHVJILDY-UXHICEINSA-N,"(5-Benzylfuran-3-yl)methyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",CC(C)=C[C@@H]1[C@@H](C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,"InChI=1S/C22H26O3/c1-15(2)10-19-20(22(19,3)4)21(23)25-14-17-12-18(24-13-17)11-16-8-6-5-7-9-16/h5-10,12-13,19-20H,11,14H2,1-4H3/t19-,20+/m1/s1",C22H26O3,338.447,338.188195,94,16,52,,1,18/237,8.0,237
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5058309,Potassium asulam,14089-43-1,WKJOGZIRDGAEFO-UHFFFAOYSA-M,Potassium [(4-aminobenzene-1-sulfonyl)amino](methoxy)methanolate,[K+].COC(=O)[N-]S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C8H10N2O4S.K/c1-14-8(11)10-15(12,13)7-4-2-6(9)3-5-7;/h2-5H,9H2,1H3,(H,10,11);/q;+1/p-1",C8H9KN2O4S,268.33,267.992009,24,19,1,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8037596,Simetryn,1014-70-6,MGLWZSOBALDPEK-UHFFFAOYSA-N,"N~2~,N~4~-Diethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine",CCNC1=NC(SC)=NC(NCC)=N1,"InChI=1S/C8H15N5S/c1-4-9-6-11-7(10-5-2)13-8(12-6)14-3/h4-5H2,1-3H3,(H2,9,10,11,12,13)",C8H15N5S,213.3,213.104817,120,23,80,3,1,6/398,2.0,398
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00904094,3-{[4-Amino-3-{[3-chloro-5-(trifluoromethyl)-2-pyridinyl]amino}-2-nitro-6-(trifluoromethyl)phenyl]sulfanyl}-2-(beta-D-glucopyranosyloxy)propanoic acid,436807-76-0,ADXCVBRGGZXCAQ-CROYDMIESA-N,3-{[4-Amino-3-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]amino}-2-nitro-6-(trifluoromethyl)phenyl]sulfanyl}-2-(beta-D-glucopyranosyloxy)propanoic acid,NC1=CC(=C(SCC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,"InChI=1S/C22H21ClF6N4O10S/c23-8-1-6(21(24,25)26)3-31-18(8)32-12-9(30)2-7(22(27,28)29)17(13(12)33(40)41)44-5-11(19(38)39)43-20-16(37)15(36)14(35)10(4-34)42-20/h1-3,10-11,14-16,20,34-37H,4-5,30H2,(H,31,32)(H,38,39)/t10-,11?,14-,15+,16-,20+/m1/s1",C22H21ClF6N4O10S,682.93,682.057111,1,,1,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025941,Polyvinylpyrrolidone,9003-39-8,,,"*-CC(-*)N1CCCC1=O |$star_e;;;star_e;;;;;;$,lp:4:1,9:2,Sg:n:0,3,1,2,9,8,4,5,6,7::ht|",,(C6H9NO)n,, ,129,6206,,313,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034840,Potassium peroxymonosulfate,10058-23-8,OKBMCNHOEMXPTM-UHFFFAOYSA-M,Potassium (hydroperoxysulfonyl)oxidanide,[K+].OOS([O-])(=O)=O,"InChI=1S/K.H2O5S/c;1-5-6(2,3)4/h;1H,(H,2,3,4)/q+1;/p-1",HKO5S,152.16,151.918176,70,194,17,18,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6034762,"1,3-Bis(4-nitrophenyl)urea 4,6-dimethylpyrimidin-2-ol (1:1)",330-95-0,UKHWDRMMMYWSFL-UHFFFAOYSA-N,"N,N'-Bis(4-nitrophenyl)urea--4,6-dimethylpyrimidin-2(1H)-one (1/1)",CC1=CC(C)=NC(=O)N1.[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1,"InChI=1S/C13H10N4O5.C6H8N2O/c18-13(14-9-1-5-11(6-2-9)16(19)20)15-10-3-7-12(8-4-10)17(21)22;1-4-3-5(2)8-6(9)7-4/h1-8H,(H2,14,15,18);3H,1-2H3,(H,7,8,9)",C19H18N6O6,426.389,426.128782,77,130,68,,1,20/273,7.0,273
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3032628,Methoxyfenozide,161050-58-4,QCAWEPFNJXQPAN-UHFFFAOYSA-N,"N'-tert-Butyl-N'-(3,5-dimethylbenzoyl)-3-methoxy-2-methylbenzohydrazide",COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,"InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)",C22H28N2O3,368.477,368.209993,152,77,103,,1,90/958,9.0,958
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7043877,PT-807,151649-48-8,DUPRTBOVJMCXIM-UHFFFAOYSA-N,"N,N-Diethyl-2-[(4-methylphenyl)methoxy]ethan-1-amine",CCN(CC)CCOCC1=CC=C(C)C=C1,"InChI=1S/C14H23NO/c1-4-15(5-2)10-11-16-12-14-8-6-13(3)7-9-14/h6-9H,4-5,10-12H2,1-3H3",C14H23NO,221.344,221.177964,13,,17,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7034624,Fluopicolide,239110-15-7,GBOYJIHYACSLGN-UHFFFAOYSA-N,"2,6-Dichloro-N-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl}benzamide",FC(F)(F)C1=CN=C(CNC(=O)C2=C(Cl)C=CC=C2Cl)C(Cl)=C1,"InChI=1S/C14H8Cl3F3N2O/c15-8-2-1-3-9(16)12(8)13(23)22-6-11-10(17)4-7(5-21-11)14(18,19)20/h1-5H,6H2,(H,22,23)",C14H8Cl3F3N2O,383.58,381.965431,111,3,56,,1,58/518,11.0,518
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90109157,"Silicate(2-), hexafluoro-, diammonium, mixt. with silica gel",62449-69-8,,,,,,, ,11,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020653,Gentian Violet,548-62-9,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,"4-{Bis[4-(dimethylamino)phenyl]methylidene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium chloride",[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,"InChI=1S/C25H30N3.ClH/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6;/h7-18H,1-6H3;1H/q+1;/p-1",C25H30ClN3,407.99,407.212826,153,2176,211,57,1,493/982,50.0,982
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30895148,Potassium 4-chloro-2-cyclopentylphenolate,35471-38-6,UWWWKAGUBAJHMQ-UHFFFAOYSA-M,Potassium 4-chloro-2-cyclopentylphenolate,[K+].[O-]C1=C(C=C(Cl)C=C1)C1CCCC1,"InChI=1S/C11H13ClO.K/c12-9-5-6-11(13)10(7-9)8-3-1-2-4-8;/h5-8,13H,1-4H2;/q;+1/p-1",C11H12ClKO,234.76,234.021374,11,,13,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4029690,Potassium persulfate,7727-21-1,USHAGKDGDHPEEY-UHFFFAOYSA-L,Dipotassium [(sulfonatoperoxy)sulfonyl]oxidanide,[K+].[K+].[O-]S(=O)(=O)OOS([O-])(=O)=O,"InChI=1S/2K.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2",K2O8S2,270.31,269.830872,121,152,93,47,2,0/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048052,"1-Octadecanaminium, N,N-dimethyl-N-[3-(trihydroxysilyl)propyl] chloride",199111-50-7,GVUBZTSOFTYNQE-UHFFFAOYSA-M,"N,N-Dimethyl-N-[3-(trihydroxysilyl)propyl]octadecan-1-aminium chloride",[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](O)(O)O,"InChI=1S/C23H52NO3Si.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-24(2,3)22-20-23-28(25,26)27;/h25-27H,4-23H2,1-3H3;1H/q+1;/p-1",C23H52ClNO3Si,454.21,453.340499,24,,14,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034478,Copper silicate,1344-72-5,ZZBBCSFCMKWYQR-UHFFFAOYSA-N,Copper(2+) oxosilanebis(olate),[Cu++].[O-][Si]([O-])=O,InChI=1S/Cu.O3Si/c;1-4(2)3/q+2;-2,CuO3Si,139.628,138.891268,18,8,18,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3074737,"1-(2,4-Dichlorophenyl)-2-(1-imidazolyl)ethanol",24155-42-8,UKVLTPAGJIYSGN-UHFFFAOYSA-N,"1-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-yl)ethan-1-ol",OC(CN1C=CN=C1)C1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C11H10Cl2N2O/c12-8-1-2-9(10(13)5-8)11(16)6-15-4-3-14-7-15/h1-5,7,11,16H,6H2",C11H10Cl2N2O,257.11,256.017018,50,1,127,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021237,Reserpine,50-55-5,QEVHRUUCFGRFIF-MDEJGZGSSA-N,"Methyl 11,17alpha-dimethoxy-18beta-[(3,4,5-trimethoxybenzoyl)oxy]-3beta,20alpha-yohimban-16beta-carboxylate",[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1",C33H40N2O9,608.688,608.273381,182,15322,222,,1,277/932,30.0,932
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7034202,"1,1'-Dimethyl-4,4'-bipyridinium bis(methyl sulfate)",2074-50-2,WXJYKXOIFICRPR-UHFFFAOYSA-L,"1,1'-Dimethyl-4,4'-bipyridin-1-ium bis(methyl sulfate)",COS([O-])(=O)=O.COS([O-])(=O)=O.C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,"InChI=1S/C12H14N2.2CH4O4S/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12;2*1-5-6(2,3)4/h3-10H,1-2H3;2*1H3,(H,2,3,4)/q+2;;/p-2",C14H20N2O8S2,408.44,408.066108,37,,25,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034559,(Dodecylbenzyl)trimethylammonium chloride,1330-85-4,,,,,,, ,37,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7042017,Halacrinate,34462-96-9,YDNLKBDXQCHOTH-UHFFFAOYSA-N,7-Bromo-5-chloroquinolin-8-yl prop-2-enoate,ClC1=CC(Br)=C(OC(=O)C=C)C2=C1C=CC=N2,"InChI=1S/C12H7BrClNO2/c1-2-10(16)17-12-8(13)6-9(14)7-4-3-5-15-11(7)12/h2-6H,1H2",C12H7BrClNO2,312.55,310.934869,44,,26,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041556,"7-Hydroxy-2,2-dimethylbenzofuran-3-one",17781-16-7,XLZCZWCXCBPEJR-UHFFFAOYSA-N,"7-Hydroxy-2,2-dimethyl-1-benzofuran-3(2H)-one",CC1(C)OC2=C(C=CC=C2O)C1=O,"InChI=1S/C10H10O3/c1-10(2)9(12)6-4-3-5-7(11)8(6)13-10/h3-5,11H,1-2H3",C10H10O3,178.187,178.062994,21,,32,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40107840,Piperonyl cyclonene,8066-12-4,,,,,,, ,10,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70897368,Calcium dicyanate,6860-10-2,RRRRYSBZDXHZQL-UHFFFAOYSA-L,Calcium dicyanate,[Ca++].[O-]C#N.[O-]C#N,InChI=1S/2CHNO.Ca/c2*2-1-3;/h2*3H;/q;;+2/p-2,C2CaN2O2,124.112,123.958568,12,,10,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20904596,"N-((1-Alkyl* ethyl)-1,3-propanediamine) *(as in fatty acids of cottonseed oil)",NOCAS_904596,,,,,,, ,1,,,,1, ,,
